TCGA.50.5066	TCGA.55.6712	TCGA.55.6979	TCGA.50.5072	TCGA.50.5055	TCGA.NJ.A7XG	TCGA.55.8615	TCGA.73.A9RS	TCGA.55.7914	TCGA.53.7813	TCGA.53.7624	TCGA.50.6595	TCGA.J2.8194	TCGA.55.7227	TCGA.69.7974	TCGA.93.A4JN	TCGA.95.A4VP
ENSG00000010319	854	147	463	329	399	194	301	161	747	73	42	231	1245	278	809	648	523
ENSG00000010322	11969	1990	2449	2239	1471	6085	4061	1564	2690	1124	2824	1160	7815	3850	8472	9123	5732
ENSG00000010327	13940	1273	1321	1657	1708	610	2172	821	2421	285	564	2489	8095	2807	16028	6071	6608
ENSG00000010361	2102	349	322	377	460	803	539	759	467	317	631	564	778	424	938	1694	962
ENSG00000010379	18	6	29	4	7	6	1	2	10	3	4	0	23	1	28	9	33
ENSG00000010404	33006	18514	3639	3711	4081	8672	2575	889	5176	2891	13531	7438	6760	7232	12344	8145	2794
ENSG00000010438	77	3	1	179	11	3	2	9	157	6	4	1152	4	8	16	8	3
ENSG00000010539	1335	293	204	532	319	278	302	412	373	265	774	428	521	390	696	882	298
ENSG00000010610	6410	4381	6173	3625	6433	1111	1924	947	2964	744	1848	3782	7294	7397	15515	4998	3931
ENSG00000010626	1384	536	324	1413	881	912	552	743	280	140	497	389	639	329	1098	427	328
ENSG00000010671	961	438	1016	251	1522	143	118	111	573	315	201	221	555	563	1676	742	621
ENSG00000010704	1936	419	338	2114	610	1334	663	715	678	312	1275	493	1571	443	2426	925	566
ENSG00000010803	4155	1235	743	1334	863	1731	2663	909	1925	903	2249	865	2796	1097	2191	3523	1885
ENSG00000010810	3753	1629	1041	1065	2128	1003	1511	424	1428	663	5106	1506	2598	1635	2498	3553	3031
ENSG00000010818	7004	2809	981	1975	1210	1493	1106	918	1775	607	2477	2542	2194	2740	3574	2917	1440
ENSG00000010932	72	170	25	94	110	9	20	45	32	40	77	276	203	105	221	191	63
ENSG00000011007	8676	2582	2110	3922	1375	2920	2190	1389	3042	1632	3105	2431	4872	2969	3992	4838	2379
ENSG00000011009	12288	2879	1218	4512	2834	4488	2988	2471	2707	940	3471	3415	7868	3119	6186	7873	5069
ENSG00000011021	4558	493	713	478	293	1239	577	506	677	743	995	425	1576	641	1294	2360	1093
ENSG00000011028	7059	2105	4241	5296	2683	9935	3184	709	12212	518	1663	6432	7131	8675	10110	12996	7114
ENSG00000011052	135	39	9	42	14	42	53	18	14	3	30	16	62	30	125	23	66
ENSG00000011083	5	2	14	8	8	1	7	0	3	8	4	1	8	35	16	15	1
ENSG00000011105	4527	1045	1206	2761	2091	2039	1483	707	2590	363	1626	2136	3008	1730	2429	4698	2955
ENSG00000011114	5484	977	1000	2114	610	1527	1418	565	2337	1271	2971	1179	3326	1955	1878	2354	888
ENSG00000011132	1324	254	298	421	578	772	1176	738	703	106	299	382	532	601	1335	1272	1028
ENSG00000011143	1905	238	293	974	391	985	1533	520	779	358	463	390	757	472	1424	1083	513
ENSG00000011198	1768	516	905	827	298	630	779	937	417	178	604	672	1851	728	2212	1013	608
ENSG00000011201	2558	109	5000	560	657	338	114	77	264	441	107	796	3442	2519	2450	1850	1766
ENSG00000011243	4828	979	969	1578	783	2484	2110	1471	1550	725	1848	708	1698	1530	3251	4296	2723
ENSG00000011258	5446	1055	565	1075	442	1317	1522	442	1717	1168	976	372	1662	869	2229	1733	533
ENSG00000011260	7661	2053	683	1979	1123	1420	1650	572	1803	804	1559	1302	2188	1397	4823	1311	762
ENSG00000011275	12239	3063	1142	3350	1860	2147	3368	1844	2985	911	3803	2704	4308	1870	5303	4288	1763
ENSG00000011295	5091	1190	1384	2787	1423	3606	2552	953	2218	870	1543	1033	4084	2053	2153	2531	1348
ENSG00000011304	32789	6952	4371	18916	6301	14415	15510	8882	11471	4562	15082	11355	17658	9232	20566	19050	12777
ENSG00000011332	193	17	6	27	7	18	12	8	12	6	65	53	30	18	48	245	36
ENSG00000011347	12814	817	92	1034	467	1462	8084	6175	424	1395	1524	271	9736	3702	15111	613	4987
ENSG00000011376	3281	643	363	1245	364	792	734	637	533	258	1176	803	2078	687	1985	1037	551
ENSG00000011405	10410	1669	1758	2130	1384	2694	2259	1345	3766	1796	2151	1988	5032	2168	5363	2803	1610
ENSG00000011422	4627	2237	3053	6371	1998	1821	1395	752	1169	333	5332	6887	9447	3490	12524	5312	2356
ENSG00000011426	9363	4195	94	9866	324	249	1324	3560	1284	585	10745	12585	470	1105	12202	1567	445
ENSG00000011451	4203	1302	951	2107	926	2432	2117	1286	2481	550	1898	2136	2706	1834	5389	2891	2145
ENSG00000011454	9483	1647	1652	2371	1114	3452	1835	1024	1780	1508	3162	2200	5198	2752	4107	3616	2194
ENSG00000011465	33036	10709	11603	17710	38382	2863	7233	1873	10947	2946	6606	17968	28060	17555	16210	27752	13645
ENSG00000011478	931	285	221	329	394	893	636	567	605	358	694	436	724	565	1336	762	782
ENSG00000011485	7441	1321	1085	3053	1627	3506	3092	3009	2557	1059	5223	2159	4549	1736	3217	4860	3279
ENSG00000011523	3681	1372	696	812	745	1090	1140	255	1287	559	841	596	2670	1047	1850	1499	1179
ENSG00000011566	5357	1693	731	1900	990	1696	1951	853	1601	897	2559	1399	3298	1627	2713	2108	1044
ENSG00000011590	278	25	16	19	70	21	18	25	66	19	35	29	33	55	68	174	120
ENSG00000011600	4273	2373	6382	2529	4232	664	1309	607	1462	219	1505	2688	2420	3716	8132	1939	2583
ENSG00000011638	4726	4293	1042	3065	2468	7331	1203	306	1429	1516	2219	1507	1067	3721	4393	2637	1328
ENSG00000011677	46	4137	0	51	3	0	2	0	0	0	678	7	3	5	3	1	0
ENSG00000012048	2621	955	112	1868	194	262	449	437	570	295	1810	947	258	476	2732	1232	299
ENSG00000012061	3219	915	798	1414	1514	1751	2208	1982	2464	858	2653	1504	2271	1975	4418	2530	3126
ENSG00000012124	1503	422	470	127	3131	89	83	57	324	77	178	46	142	261	922	1507	1251
ENSG00000012171	3724	1058	1505	656	377	1528	671	279	224	36	698	853	2252	826	8935	3765	1584
ENSG00000012174	1988	1101	511	1781	512	400	1129	492	1104	444	2213	1356	2806	1085	2147	904	415
ENSG00000012211	1733	450	138	499	231	468	753	517	475	172	748	453	723	521	823	522	662
ENSG00000012223	114	744	1153	16206	16664	318	64	690	5047	1070	31	762	49758	4093	3210	39783	5174
ENSG00000012232	4454	2040	913	4899	1037	3726	1533	345	1031	503	792	2145	2069	4005	6449	2223	2969
ENSG00000012504	341	0	4	50	19	2	0	0	1	2	2	0	2	0	0	2	7
ENSG00000012660	20294	4092	3218	6150	4290	3331	6398	3351	2485	3487	33458	5594	13514	5042	6677	7577	3019
ENSG00000012779	3116	1556	4550	1132	1928	1545	797	217	695	275	5506	665	2000	2537	4628	1794	1555
ENSG00000012817	2540	825	0	1899	0	1734	5793	232	0	0	0	0	0	1541	2	6717	0
ENSG00000012822	7415	1987	3765	2728	1637	5700	3283	1882	2674	2110	4468	1248	6021	2134	4719	5878	4441
ENSG00000012963	5012	825	698	1645	1153	1481	886	641	1967	1059	1775	1502	2035	1556	2181	4368	1084
ENSG00000012983	5764	3365	1048	2043	721	1728	1698	1569	2793	1490	1325	1469	3950	2252	4568	3704	1236
ENSG00000013016	3190	361	214	583	721	451	1092	179	891	219	521	781	1349	444	995	864	743
ENSG00000013275	7702	2702	1099	6658	3028	3406	4630	2849	3545	2790	11019	5341	5376	2493	6154	5439	4737
ENSG00000013288	6121	3842	2329	5026	2366	4631	2293	2818	2237	1356	5339	3157	4795	2652	6655	4321	2639
ENSG00000013293	147	0	0	5	1	0	3	0	0	0	9	1	1	1	3	0	0
ENSG00000013297	1171	147	92	113	147	79	256	19	47	81	398	129	84	195	79	468	116
ENSG00000013306	11043	5797	1786	7021	4498	8878	8946	3770	9218	2558	5012	4797	7707	4466	19812	5994	10393
ENSG00000013364	24686	21720	9118	13925	7979	49091	10130	9000	12662	2586	9885	9812	24988	27543	32992	18939	15531
ENSG00000013374	9895	4454	2330	3366	2448	3590	2205	1798	3160	1399	3810	4014	5042	4810	6592	4558	2630
ENSG00000013375	4921	1134	687	3613	1050	2113	1959	2477	1317	1085	3371	1841	2831	873	3483	2062	2306
ENSG00000013392	751	225	168	359	314	361	335	325	364	256	307	140	381	218	408	392	398
ENSG00000013441	9086	1086	2818	2394	1453	6109	2669	2614	2280	2658	1378	650	4140	2892	4851	7481	5273
ENSG00000013503	1657	375	229	977	211	444	447	367	737	152	907	362	1135	294	591	567	413
ENSG00000013523	3580	1888	895	1531	500	1135	920	629	937	979	1150	971	1580	1280	1776	2215	1493
ENSG00000013561	4051	1364	1085	2775	1955	2987	1694	1049	1971	1257	1922	1509	4485	2283	2897	1455	1426
ENSG00000013563	2200	1359	511	1222	549	1836	660	537	1126	267	2369	618	2046	574	1880	900	767
ENSG00000013573	2585	731	231	2319	191	818	1843	727	722	718	1393	609	1166	655	1416	3038	1994
ENSG00000013583	3297	1914	1222	2731	1556	2255	1187	478	1122	727	1295	1495	3336	1172	2802	1397	1588
ENSG00000013588	29056	102571	54492	49187	8207	72210	13152	12817	21968	7667	35649	12568	29593	22730	62005	23438	28313
ENSG00000013619	383	99	126	328	131	701	1062	23	251	21	162	392	415	214	798	416	302
ENSG00000013725	1019	795	787	325	1279	250	139	252	819	228	354	225	372	722	956	668	1005
ENSG00000013810	7897	3170	425	5984	1454	831	1416	3568	1302	1103	8964	2966	962	1182	4559	3903	3530
ENSG00000014123	4833	1461	863	3404	1336	2384	1314	1174	1565	886	2176	1333	3432	1177	3031	1926	924
ENSG00000014138	1769	852	298	1481	650	751	565	1146	611	399	3547	1279	630	865	2401	1489	991
ENSG00000014164	5794	1001	533	1866	623	1747	1889	1066	1152	492	1773	693	2473	1225	2454	1496	2448
ENSG00000014216	26258	17121	4561	9533	7173	24176	10490	8717	10679	2326	21285	13745	17712	12467	45841	15968	11665
ENSG00000014257	633	40	146	848	70	454	272	759	177	99	37	99	558	124	585	484	201
ENSG00000014641	16979	2347	2301	6825	3619	4075	3791	3723	5765	2536	10114	3276	7419	3901	7040	5415	3558
ENSG00000014824	7229	2098	1572	2760	1676	3683	2676	1660	5671	1982	7196	2487	16380	2770	4708	2646	2375
ENSG00000014914	1826	378	172	1515	230	2001	2546	241	2743	881	838	320	898	869	1139	2475	1706
ENSG00000014919	4875	1312	934	4114	861	2004	1921	1050	2109	893	3322	1355	4102	1538	2567	1857	1571
ENSG00000015133	6640	1337	1494	1176	1430	2021	3343	2162	4092	1466	922	1199	5324	2249	3220	6962	2542
ENSG00000015153	1359	191	321	940	444	361	689	505	591	464	1141	480	910	417	938	710	475
ENSG00000015171	6758	2570	2078	3207	1894	4518	4523	2506	6796	2760	2017	2100	8885	2988	3621	3297	2793
ENSG00000015285	1387	770	815	435	1573	182	275	186	583	246	388	499	928	740	2108	1106	1030
ENSG00000015413	777	29	7	112	201	7	128	13	123	8	3	37	97	125	35	280	122
ENSG00000015475	2643	730	574	3372	1525	1876	845	1143	1249	289	971	1241	1613	1043	1342	1966	777
ENSG00000015479	890	132	105	150	42	444	167	119	190	221	158	86	426	354	330	431	133
ENSG00000015520	23	32	2	68	15	5	4289	12	7	8	16	4	119	19	11	158	162
ENSG00000015532	5662	1247	677	1333	1390	3190	3766	537	1658	646	1117	1238	2054	1654	4600	2607	1512
ENSG00000015568	5	0	1	1	0	0	1	0	1	0	1	0	0	1	0	2	1
ENSG00000015592	80	0	0	0	0	5	0	0	0	0	0	0	0	1	0	2	12
ENSG00000015676	8062	4650	1985	4688	3350	4440	4434	2376	3905	1399	6713	7920	9470	3592	8863	4085	3206
ENSG00000016082	15	1	0	13	2	17	97	0	19	0	4	72	1	0	3	0	12
ENSG00000016391	943	2090	335	769	248	1388	902	258	1680	347	360	41	1771	1169	817	1105	678
ENSG00000016402	911	32	571	2219	246	32	169	125	42	51	46	411	608	83	262	391	205
ENSG00000016490	2	0	0	0	0	0	927	0	0	0	0	0	3	0	1	2	0
ENSG00000016602	6	1	0	3	3	5	2	0	0	1	1	5	15	1	10	5	3
ENSG00000016864	4918	1211	801	1871	1552	2326	1566	993	1520	1316	1693	1721	3799	1823	2894	2907	1718
ENSG00000017260	13477	3019	3594	6382	1979	2916	6040	7807	6779	2251	5974	4377	5495	4373	6740	8263	3071
ENSG00000017427	1077	82	58	168	158	16	223	11	81	75	7	31	190	45	64	235	445
ENSG00000017483	1014	423	370	402	787	1566	98	87	2732	674	236	2420	559	348	504	988	701
ENSG00000017797	9879	3625	2023	4271	1508	3179	4377	1351	4417	1490	5052	2784	4645	2734	7625	4460	3187
ENSG00000018189	3825	1067	938	1429	503	2577	2418	1173	3702	2429	1003	493	6203	1297	1905	2213	1725
ENSG00000018236	527	55	140	5352	229	99	9	1	25	33	375	320	49	97	79	109	55
ENSG00000018280	3701	648	1950	1400	333	132	1668	415	316	143	634	684	1595	1119	2937	1799	2349
ENSG00000018408	13272	2057	2813	3147	2282	3394	1933	1563	7745	1478	1553	2554	11032	4869	5489	10190	3369
ENSG00000018510	10249	2820	1395	4537	1246	1560	1790	1634	3017	1665	5281	2517	5340	2277	6235	2690	1902
ENSG00000018607	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0
ENSG00000018610	2487	711	586	986	536	1578	619	489	896	606	1439	861	1659	789	1486	937	741
ENSG00000018625	296	48	66	83	145	43	24	26	29	16	32	12	135	128	254	274	100
ENSG00000018699	3054	572	304	2389	513	942	825	404	1039	457	1712	817	1807	833	2024	936	690
ENSG00000018869	255	25	54	74	126	60	127	31	25	43	118	59	191	47	244	111	109
ENSG00000019102	191	22	1758	366	605	3075	1395	27	1589	473	13	82	446	410	1088	1373	3308
ENSG00000019144	8001	2536	1096	1818	1225	4021	1444	383	2056	838	2348	2598	4376	3271	7392	7732	3194
ENSG00000019169	948	2064	18653	3145	1067	63	1533	25	30	148	919	555	2955	3036	2672	529	1723
ENSG00000019186	1236	141	4	20278	238	3100	2244	11	235	5813	688	769	21649	519	7732	1409	2525
ENSG00000019485	656	409	412	412	266	637	335	358	666	133	230	247	549	345	893	861	339
ENSG00000019505	73	1	2	173	15	9	9739	89	0	12	91	480	47	2	17	765	3286
ENSG00000019549	425	1587	100	536	547	94	178	64	547	169	934	1775	792	319	432	329	253
ENSG00000019582	182637	266204	259365	84003	213514	271092	28168	24196	145460	45953	60938	76510	104411	350559	312314	121050	133704
ENSG00000019991	1501	203	434	482	472	118	106	46	401	73	48	519	800	694	11069	1017	464
ENSG00000019995	2030	489	379	824	312	551	728	383	854	314	1365	537	1568	516	930	1154	461
ENSG00000020129	4299	1067	621	1149	804	2344	1220	1030	3858	680	1596	1121	2978	1786	2880	3189	1534
ENSG00000020181	2547	688	659	1277	1364	384	848	263	1422	234	958	2646	3233	1644	2166	2085	1854
ENSG00000020219	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000020256	2131	430	298	1078	411	655	788	486	976	307	941	767	1221	448	1307	1629	548
ENSG00000020426	1996	493	313	830	358	633	542	459	871	676	795	952	1058	448	1128	858	533
ENSG00000020577	2488	3054	1224	691	455	568	1173	113	1450	241	433	2328	870	2712	2881	3179	1126
ENSG00000020633	1250	882	712	1609	2171	184	135	168	1111	300	428	513	857	1681	1847	1715	787
ENSG00000020922	4075	992	514	1152	483	1289	516	1208	1529	959	2132	647	1654	922	3199	2140	887
ENSG00000021300	1548	286	490	601	890	1485	1909	637	2883	1853	457	100	2584	596	1978	1060	2323
ENSG00000021355	10951	8288	5425	11678	5127	35124	5744	2948	10331	4294	5695	7667	19698	8081	38361	4001	6117
ENSG00000021461	4	1	2	0	2	1	0	0	7	2	0	0	0	1	3	0	2
ENSG00000021488	87	5	2	50	4	13	108	5	6	15	24	3	5	9	29	27	176
ENSG00000021574	4010	700	666	1835	682	1102	1185	604	1529	518	2909	800	2574	904	2438	1297	579
ENSG00000021645	143	50	315	271	195	297	2433	16	63	723	121	91	206	373	273	199	735
ENSG00000021762	2937	991	557	1105	703	2259	3849	302	2306	839	680	1204	1821	1108	2817	1923	1449
ENSG00000021776	4720	1476	1214	4035	1117	2091	3215	1184	2541	964	3802	1789	4457	2997	5019	1919	1072
ENSG00000021826	86	43	32	103462	24	9	8881	64171	40	91	294	158	206334	66	122	136	32988
ENSG00000021852	3	9	28	197	29	4	4	3	0	386	0	2	1026	20	9	9	34
ENSG00000022267	2657	423	4007	1641	2046	574	124	127	518	113	371	964	1044	809	2197	3103	3820
ENSG00000022277	9946	2271	1991	3003	2640	4096	1886	2323	3899	2089	3989	4248	3950	2586	4866	5978	3070
ENSG00000022355	12	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0
ENSG00000022556	16	125	133	440	396	667	1685	1801	129	1295	31842	4193	112	25	3274	91	119
ENSG00000022567	10012	1643	812	6072	546	1482	2878	3534	3054	821	1939	672	7278	1066	1871	1988	1523
ENSG00000022840	16393	9341	3917	16816	3313	8421	8123	5879	8357	4939	11715	4634	10803	4730	11596	7108	8697
ENSG00000022976	1399	166	169	386	160	546	572	197	581	211	641	217	764	294	462	636	331
ENSG00000023041	5229	918	743	1281	775	1706	1561	895	2223	1048	2886	1241	2981	1442	2142	2746	1904
ENSG00000023171	7391	112	246	5201	111	62	68	1276	160	85	9625	181	452	191	214	174	184
ENSG00000023191	8166	5934	5575	5478	4747	15573	8143	3467	8008	1033	6009	5427	10776	7126	13558	7591	8523
ENSG00000023228	11035	2249	1613	7031	1934	3615	4555	3958	5369	1745	4957	2830	12029	2646	7187	3995	3038
ENSG00000023287	19431	2940	1605	4006	1434	2198	1841	1171	4808	3228	3822	1798	7690	2010	5248	2746	1752
ENSG00000023318	8441	1514	2222	4300	2460	2978	4100	1793	3012	3834	6923	4040	4650	3906	5395	3436	3991
ENSG00000023330	12678	2061	2695	4367	1387	3340	4243	3966	2559	1434	3000	1433	4746	2705	5570	2638	3198
ENSG00000023445	6206	27999	3589	7752	4683	5234	634	4140	3710	740	30826	4191	9397	4140	16252	3191	2659
ENSG00000023516	7480	1625	1844	1776	1287	1918	2004	1366	3161	1036	4567	1339	3491	2184	4243	2631	1201
ENSG00000023572	889	110	132	497	289	300	198	500	389	208	366	316	444	184	267	321	281
ENSG00000023608	1392	333	256	421	419	337	324	143	698	257	517	728	714	355	3815	600	418
ENSG00000023697	3693	2462	770	7234	1542	2154	2346	1069	975	862	2116	1543	2760	1215	3322	1650	1944
ENSG00000023734	11371	3856	1700	13600	3121	3864	6153	5281	3109	2383	6757	6386	9792	2433	6616	3452	3300
ENSG00000023839	817	36	20	8145	33	42	47	17	123	61	11124	19	1838	28	90	71	72
ENSG00000023892	1588	584	557	485	1635	1106	841	753	2180	332	725	599	1559	973	2065	2727	1569
ENSG00000023902	4300	1239	1984	1255	4143	723	1845	387	1566	956	1186	2819	1781	1941	4320	3924	3513
ENSG00000023909	19754	1100	452	5305	666	722	757	648	1482	603	5382	1147	10984	1266	3502	1064	542
ENSG00000024048	6556	1868	1656	2879	1204	2707	2104	2117	3245	1485	5325	2025	6304	2560	3218	3854	1605
ENSG00000024422	12942	10189	5674	4859	2619	13512	2812	985	9838	2039	5990	13142	10347	8964	38479	9769	7604
ENSG00000024526	2439	398	19	1793	81	30	229	458	306	156	2270	690	93	184	778	709	223
ENSG00000024862	3390	553	908	638	740	1430	423	286	962	344	1120	454	1390	1225	1359	1115	856
ENSG00000025039	3586	234	1026	656	947	1228	1007	180	1360	402	612	366	1234	1027	1918	847	939
ENSG00000025156	1812	546	375	597	412	383	490	262	473	412	763	346	685	279	679	931	602
ENSG00000025293	6550	1919	1050	2161	1144	1645	1863	1551	1918	1518	6017	1696	4177	1321	4096	4129	1584
ENSG00000025423	649	139	3619	1034	288	1439	180	53	251	90	205	143	242	183	1488	306	543
ENSG00000025434	1555	543	1844	938	641	1236	788	421	1219	398	763	495	1047	654	1554	1055	2315
ENSG00000025708	7542	2412	3998	8090	3700	9296	14329	5867	11057	1635	8820	5368	19010	4159	14422	4831	8948
ENSG00000025770	2800	599	969	3457	1357	1974	1661	786	2124	365	1910	1403	1589	1355	3574	4299	2539
ENSG00000025772	4899	1540	675	1312	1238	1687	1102	1072	2259	741	2486	3317	2794	983	2296	3725	2009
ENSG00000025796	12088	3755	2744	6602	2505	6111	2804	4409	4184	2333	4244	4954	7020	2913	6479	4485	2570
ENSG00000025800	18436	4776	1851	6905	1463	3490	2983	2136	2709	2195	5307	2977	7200	3678	7307	6231	2302
ENSG00000026025	38108	46636	43926	26846	38055	15133	14516	5247	14335	8150	10519	65278	27914	32079	62901	30127	34007
ENSG00000026036	433	66	48	41	28	386	283	139	99	28	145	56	112	113	268	1258	156
ENSG00000026103	2697	2152	831	907	960	582	290	62	736	225	517	1266	1120	3126	5559	1460	705
ENSG00000026297	8903	1126	1359	2970	1795	1924	2655	2318	2208	1165	2590	1239	2088	1827	3440	2266	3623
ENSG00000026508	12438	22307	20657	12243	10675	5894	3428	843	18795	4156	5855	28657	13650	16891	15831	9996	10419
ENSG00000026559	66	5	2	89	46	1	6	5	36	0	249	45	10	5	2	26	36
ENSG00000026652	420	156	414	336	216	733	270	163	144	140	236	404	257	318	784	1480	549
ENSG00000026751	2978	3241	2502	681	2996	239	94	237	3566	2469	1083	1256	688	1935	4604	3192	1356
ENSG00000026950	6050	2942	1904	1541	1504	1901	1164	1584	2707	1673	3286	2211	2605	1480	4368	5388	2373
ENSG00000027001	1607	324	357	1467	536	1426	641	595	980	639	1144	547	996	552	970	650	471
ENSG00000027075	3176	1530	1227	1856	1467	968	629	272	1726	593	1692	1634	2315	1447	3612	2178	1987
ENSG00000027644	57	4	0	1	7	2	27	1	5	2	3	7	0	2	4	4	5
ENSG00000027697	10589	3523	5017	5074	5286	3109	2184	1635	2251	1075	3115	3657	11943	5640	6694	4861	3265
ENSG00000027847	1740	557	430	1254	1187	2491	1556	674	1074	419	836	1142	1824	1000	1161	1746	2531
ENSG00000027869	486	259	150	263	462	83	112	99	349	120	247	252	173	235	523	354	437
ENSG00000028116	2563	827	463	2078	478	471	688	569	1004	444	1620	891	1560	566	2164	1018	404
ENSG00000028137	5695	2358	2890	2389	3631	934	1341	713	2141	453	1639	2152	3232	2885	6201	4723	4019
ENSG00000028203	9459	5415	1852	4587	1741	4556	3897	1859	2971	2141	5601	2257	8052	2774	10101	4928	3053
ENSG00000028277	1374	459	344	331	1662	69	202	47	1034	890	444	331	374	513	1345	1186	791
ENSG00000028310	19272	1124	734	3460	862	3448	3116	1120	1720	1019	2192	1654	2106	1795	3847	2678	2412
ENSG00000028528	11673	2580	4648	5400	2847	6349	3762	3715	5264	2209	6257	2518	8947	4974	9042	5716	5082
ENSG00000028839	1823	373	294	778	655	419	373	229	367	248	838	541	639	480	621	674	422
ENSG00000029153	4707	5185	283	3166	802	584	508	806	123	229	4298	6085	1561	1019	7576	1792	451
ENSG00000029363	16259	3437	2971	5636	2451	4051	3053	1939	3749	2654	5087	4138	8834	5269	8364	5825	3457
ENSG00000029364	10490	3781	2040	6359	2014	3029	3019	2706	5535	2537	5625	5372	6623	3123	4175	4703	2587
ENSG00000029534	65	30	65	80	77	36	6	7	33	19	52	2008	49	48	74	268	48
ENSG00000029559	79	19	0	41	41	1	78	0	6	0	16	69	93	39	179	206	15
ENSG00000029639	1224	251	161	544	310	273	366	209	396	220	311	283	482	443	596	482	336
ENSG00000029725	7356	951	1380	2253	1530	2620	2383	735	1893	985	2921	1483	3171	1535	2996	2395	1861
ENSG00000029993	65332	17670	525	12313	1769	10793	28936	17166	3476	21328	9009	5603	71320	6005	19302	4722	40624
ENSG00000030066	10168	2303	1242	2943	1600	2643	1582	848	4142	1583	4335	2653	4542	2094	9705	3837	1115
ENSG00000030110	1964	1101	527	1336	1512	1423	1269	870	2605	471	2732	1681	2173	596	1939	2107	1114
ENSG00000030304	13	11	21	41	49	2	0	1	5	0	1	4	17	16	9	15	15
ENSG00000030419	3756	1410	345	636	421	1298	421	496	113	393	866	400	1221	1070	932	1495	128
ENSG00000030582	32672	19996	39737	24573	19219	20500	19300	6261	18857	4551	14140	18208	20335	24866	48385	25515	15877
ENSG00000031003	2456	552	692	683	937	1698	617	300	1813	715	615	424	1859	1206	1724	1685	709
ENSG00000031081	1836	790	3283	1307	1667	669	354	163	4783	233	593	1577	2726	2774	3669	2504	1785
ENSG00000031691	1087	185	70	296	172	116	188	127	102	139	497	256	255	277	453	670	134
ENSG00000031698	14949	4456	3109	7755	4071	6385	4315	3972	8486	1917	8238	4105	8793	7146	9075	4777	7022
ENSG00000031823	5188	2051	1399	2419	1632	3566	3913	2268	2373	763	3381	1676	3089	2423	5399	4212	3182
ENSG00000032219	3448	710	1201	664	591	1098	657	621	1821	690	831	993	1877	1092	2478	1976	648
ENSG00000032389	2515	500	357	2423	1031	1182	1260	1272	1351	469	2216	794	1959	820	2163	1141	1895
ENSG00000032444	6062	1874	3796	2069	1696	2835	3181	1336	3866	444	3233	2278	3879	3119	5775	4478	3619
ENSG00000032742	1331	164	319	1069	401	844	446	589	595	237	743	254	1033	584	808	700	509
