TCGA.D7.6520	TCGA.HU.A4GX	TCGA.BR.8371	TCGA.D7.A747	TCGA.CG.5732	TCGA.CG.5724	TCGA.CD.8524	TCGA.CG.4477	TCGA.VQ.A91V	TCGA.CD.8527	TCGA.CG.5717
ENSG00000015133	2175	4902	2626	1135	5013	2553	2596	2355	5757	1561	3941
ENSG00000015153	807	1696	1244	717	463	1406	1496	1379	590	1149	744
ENSG00000015171	5876	6465	9058	3551	1930	2149	6823	5142	5588	2344	3567
ENSG00000015285	737	1495	1260	484	1109	591	859	1252	249	339	1099
ENSG00000015413	141	206	36	2016	357	50	1157	2904	40	505	9
ENSG00000015475	3393	4228	654	620	2632	5455	4618	1355	1905	3139	974
ENSG00000015479	147	378	748	207	156	128	352	685	426	146	292
ENSG00000015520	9	28	203	813	2435	13	78	104	3417	18	153
ENSG00000015532	3975	1747	2808	781	4141	2765	2286	1100	2802	996	1806
ENSG00000015568	3	11	33	10	4	1	23	0	7	13	1
ENSG00000015592	1	2	44	16	0	5	10	1	5	17	2
ENSG00000015676	7774	4944	6421	2470	2356	4747	4725	3394	7151	2184	5977
ENSG00000016082	347	199	2086	919	65	16	641	66	85	131	2
ENSG00000016391	4431	2292	804	368	2567	1033	1857	4213	1639	2279	707
ENSG00000016402	1106	1611	418	86	1327	1868	419	5235	1893	467	1191
ENSG00000016490	2	58	6	25	2006	5	33	192	66	6	5
ENSG00000016602	2	12	2	11	12	12	7	11576	534	111	47084
ENSG00000016864	1832	1869	1792	926	2800	1390	2612	3295	2161	2064	1271
ENSG00000017260	6975	6416	3378	1633	4563	3803	9091	7794	8166	5809	5393
ENSG00000017427	95	93	407	108	73	45	276	123	26	44	141
ENSG00000017483	98	5031	427	90	1059	4849	2187	407	1895	50	423
ENSG00000017797	9133	5889	6083	2302	4424	9040	10306	3419	6876	3778	7594
ENSG00000018189	856	1214	1809	843	589	750	2333	1554	1515	750	1942
ENSG00000018236	241	34	8282	941	26	16	236	253	41	177	273
ENSG00000018280	413	300	201	81	299	1410	1035	768	467	512	179
ENSG00000018408	8212	2044	17980	9120	1812	7769	9032	8311	2603	5546	5989
ENSG00000018510	3364	4676	2152	1845	1862	2169	6594	4134	3779	2040	2739
ENSG00000018607	1	1	0	2	0	10	3	5	1	0	2
ENSG00000018610	855	924	938	300	717	702	2281	869	1443	701	609
ENSG00000018625	338	69	16382	2486	55	6	402	132	81	92	373
ENSG00000018699	1052	1645	774	313	1080	1063	957	900	585	971	999
ENSG00000018869	29	92	286	121	22	15	90	49	21	36	65
ENSG00000019102	35	5915	852	28	9489	694	12995	1377	9702	52	1890
ENSG00000019144	6583	1062	4632	2661	1394	3249	8771	1617	1674	1523	1952
ENSG00000019169	28	8	17	8	85	1299	51	43	15	16	60
ENSG00000019186	524	4	9	9	89	118	14	686	29	148	265
ENSG00000019485	3498	484	2228	761	693	202	1468	333	900	450	1063
ENSG00000019505	28	1467	1278	491	2703	1097	5553	3519	4173	8030	770
ENSG00000019549	423	403	290	249	191	839	1442	941	277	272	1014
ENSG00000019582	139586	345167	135372	57760	286672	177518	167095	435248	43281	133727	119306
ENSG00000019991	222	584	447	326	189	53	765	870	304	185	295
ENSG00000019995	2965	830	1244	694	801	663	798	1336	1319	799	1446
ENSG00000020129	1980	1915	3171	816	2965	2382	3220	881	3827	1860	1561
ENSG00000020181	6832	1454	3743	2224	1877	1917	8534	1899	1549	1306	3211
ENSG00000020219	0	0	1	7	0	2	9	4	3	1	0
ENSG00000020256	2643	2758	1377	575	3565	992	2640	1279	3392	1505	1225
ENSG00000020426	500	838	699	213	451	1026	1048	687	923	572	601
ENSG00000020577	929	1996	3245	3364	500	1466	1675	823	662	371	661
ENSG00000020633	682	3518	1461	1392	1610	370	1343	5370	410	450	1687
ENSG00000020922	934	1626	1603	735	752	765	2452	2574	1726	1371	1087
ENSG00000021300	2010	481	1557	273	9328	1162	6176	1447	1657	5500	507
ENSG00000021355	5459	19381	5329	2217	4747	30202	23381	25135	15732	6636	61398
ENSG00000021461	3	3	4	17	4	1	13	10	4	25	0
ENSG00000021488	2427	948	77	147	186	8	49	246	21	137	37
ENSG00000021574	1957	2650	919	604	1002	1002	1780	2556	1220	1379	1196
ENSG00000021645	376	184	6801	5755	32	16	265	247	47	184	138
ENSG00000021762	932	1610	4328	1652	1008	1569	1897	916	4042	808	1402
ENSG00000021776	1751	5990	3024	1608	2276	1923	4198	6019	6552	1932	4265
ENSG00000021826	362	64229	393	150	22367	72	1591	343	110000	1088	5913
ENSG00000021852	3	0	0	15	21	5	1	11	0	4	0
ENSG00000022267	3201	2750	121490	41247	1869	534	6567	3237	1254	2096	3128
ENSG00000022277	6777	4234	4588	1570	7001	5054	10082	4129	4923	3041	3666
ENSG00000022355	0	0	0	18	0	2	1	7	1	0	0
ENSG00000022556	15	337	500	52	1380	24	218	2571	58	2606	517
ENSG00000022567	5210	3196	1056	668	2992	1606	2985	2081	6747	2282	1274
ENSG00000022840	13164	13680	11807	6025	8634	6453	14892	7327	13854	11549	13067
ENSG00000022976	147	434	401	107	247	321	392	188	361	167	303
ENSG00000023041	3382	3080	1604	754	2236	2205	2513	4721	4207	4383	2131
ENSG00000023171	80	2837	1265	195	3557	148	245	1094	10663	2973	463
ENSG00000023191	7269	7151	7966	3074	6599	8032	11394	4194	8896	3292	12149
ENSG00000023228	6505	9275	8140	3002	6075	3125	9085	7330	9033	5910	5340
ENSG00000023287	2292	4535	4237	2775	2147	1739	7923	5541	7132	4615	3262
ENSG00000023318	3723	10832	3902	2906	6242	4160	6734	8147	17211	7774	4878
ENSG00000023330	8491	3092	1837	825	6459	3698	4324	5170	4406	4728	4573
ENSG00000023445	7752	19508	6862	3606	8688	2441	9482	15299	8572	5250	2686
ENSG00000023516	2884	5220	4597	3016	3008	3250	3686	7706	6231	2011	3673
ENSG00000023572	603	645	314	170	574	433	568	489	1042	650	297
ENSG00000023608	148	367	271	103	203	360	984	481	321	316	496
ENSG00000023697	2067	2988	978	752	972	3892	1893	1790	1099	1607	1617
ENSG00000023734	4877	9440	3987	2115	2886	8330	4375	5523	3626	4029	4722
ENSG00000023839	1094	42	84	206	263	24	66	399	335	406	17
ENSG00000023892	296	2750	1237	503	1017	1117	1322	553	1645	1406	1804
ENSG00000023902	2172	2513	13127	4344	1545	1708	4594	1507	359	1323	1675
ENSG00000023909	2130	1363	857	446	2774	1078	6871	1827	5526	2417	1750
ENSG00000024048	2319	6532	3651	1928	3276	1595	4031	7383	6088	2572	2983
ENSG00000024422	7280	3169	31717	11104	2535	7880	34053	3440	14560	5803	10132
ENSG00000024526	553	1287	108	164	423	1156	1085	2369	1074	350	446
ENSG00000024862	590	1158	899	454	1983	1076	1800	1720	1849	1605	736
ENSG00000025039	3547	610	846	370	267	219	766	720	92	1561	2651
ENSG00000025156	363	690	812	588	496	377	896	1018	727	368	555
ENSG00000025293	3017	4871	5253	1253	2472	2080	6319	3731	2806	4050	2090
ENSG00000025423	24	111	637	250	98	97	111	173	48	80	123
ENSG00000025434	5383	1636	784	424	1763	1154	1935	1108	2208	1156	716
ENSG00000025708	22469	14715	2686	1133	3388	14462	13635	4782	7527	14725	15641
ENSG00000025770	3042	2723	2158	705	1222	3157	2628	1191	2328	2369	1894
ENSG00000025772	5623	2588	1281	740	8936	6792	5582	2788	2525	3672	1879
ENSG00000025796	3073	8932	6543	2202	2252	3800	12241	6373	9498	7283	3929
ENSG00000025800	6202	6937	8371	2849	4112	3470	11161	5926	9507	7123	5434
ENSG00000026025	29261	22367	82807	15019	15213	21999	63868	33047	9266	19777	21943
ENSG00000026036	80	546	415	70	474	801	617	277	809	101	78
ENSG00000026103	1250	5402	1186	735	304	894	769	2296	496	526	1373
ENSG00000026297	5239	5741	2683	1258	8256	3638	6544	2052	7953	4355	1886
ENSG00000026508	8141	37974	31851	20869	20000	23535	22485	14231	13644	7614	61618
ENSG00000026559	59	611	679	111	920	32	44	50	12	276	398
ENSG00000026652	812	120	788	345	618	798	426	617	666	494	444
ENSG00000026751	505	3215	239	332	4283	189	1686	5099	283	288	1318
ENSG00000026950	2791	11076	2086	1080	2172	1542	2769	5669	4346	3099	1780
ENSG00000027001	2275	1809	869	351	1230	1103	1090	1643	971	427	941
ENSG00000027075	451	1449	1335	489	1102	783	1650	1863	1462	477	3568
ENSG00000027644	3	7	18	10	7	3	9	5	14	7	7
ENSG00000027697	4431	8621	3484	1946	13646	3047	9738	17648	12116	8671	4861
ENSG00000027847	2120	2800	1523	526	2574	1814	1931	556	2466	2534	1489
ENSG00000027869	913	1607	281	144	471	1447	963	614	552	712	481
ENSG00000028116	1149	934	894	440	493	883	1680	2037	598	1007	1055
ENSG00000028137	6526	5484	2322	826	4849	3489	3293	6273	11049	2414	2977
ENSG00000028203	3664	4902	3763	1983	1700	4194	5123	4453	3358	3497	3466
ENSG00000028277	436	2055	5222	1557	1654	508	3289	724	648	730	880
ENSG00000028310	1496	2045	2007	653	859	2340	2252	1630	3199	1210	1397
ENSG00000028528	3915	5833	8358	3569	3885	2812	7515	3911	5828	2765	5727
ENSG00000028839	993	1213	784	434	1395	1066	1717	1325	1062	1082	576
ENSG00000029153	2476	3190	529	953	860	7868	5130	2224	8699	549	4225
ENSG00000029363	4984	13138	8192	3600	5501	3899	12051	14704	10173	7528	6633
ENSG00000029364	4289	8717	2835	1771	4986	4141	5303	4223	14238	4153	4511
ENSG00000029534	94	285	1972	93	124	1768	1345	292	161	179	157
ENSG00000029559	34	22	4	6	0	29	209	318	5	61	0
ENSG00000029639	512	1374	498	245	628	878	658	805	853	478	464
ENSG00000029725	1659	2932	3447	1559	1882	2185	2785	3099	2291	1375	1993
ENSG00000029993	431	2445	402	799	1187	2596	3256	2508	2901	3154	1020
ENSG00000030066	4440	5868	2630	1241	2475	1373	4011	5436	4409	1778	3790
ENSG00000030110	2185	5584	906	646	5332	2094	7291	2251	3560	4197	2423
ENSG00000030304	23	7	110	83	59	7	37	96	49	13	78
ENSG00000030419	644	851	267	302	393	68	677	1814	1876	288	5352
ENSG00000030582	69402	31568	13362	8553	25944	35139	54528	20452	65690	25753	76264
ENSG00000031003	1361	2185	4763	1637	873	380	2223	1683	2563	1129	1222
ENSG00000031081	4563	950	2887	922	1231	944	2614	1785	977	768	2535
ENSG00000031691	218	394	238	82	239	274	948	892	531	324	296
ENSG00000031698	7616	9373	6500	2093	7443	5021	8818	4920	9358	3669	6812
ENSG00000031823	4022	3880	5915	2047	2285	3945	4515	3296	3043	2799	3365
ENSG00000032219	940	4112	4077	1358	893	806	4158	1722	4036	2459	1463
ENSG00000032389	2977	1997	1116	430	2053	3151	2427	2200	2315	2725	1617
ENSG00000032444	3921	3956	4439	1542	3339	5210	6110	3278	2986	4149	3720
ENSG00000032742	1060	1192	1008	437	600	268	1191	1222	1179	240	305
ENSG00000033011	2466	1838	911	409	2555	1370	1530	770	3670	1000	893
ENSG00000033030	936	3361	1257	649	800	805	2207	1836	1274	1650	1244
ENSG00000033050	5339	5135	2684	1146	2580	3905	3059	2986	5807	3123	3046
ENSG00000033100	6203	5780	2420	1112	5330	4754	7282	1908	18773	2605	3950
ENSG00000033122	27	59	106	134	17	27	69	101	20	31	33
ENSG00000033170	1824	9486	2068	985	2461	2653	3387	2947	6123	1511	1488
ENSG00000033178	1707	5308	1580	1165	1388	2446	4089	6529	8409	1830	3070
ENSG00000033327	2194	1608	1680	914	1368	5045	4813	1942	1247	614	2492
ENSG00000033627	11982	4811	5902	1863	2981	2200	3061	4283	10620	4416	4481
ENSG00000033800	4222	5864	6816	2706	2425	1956	5865	6329	5210	3878	4268
ENSG00000033867	398	3999	2163	1452	1261	1367	1434	1912	687	781	1299
ENSG00000034053	440	1177	170	87	166	396	362	581	128	220	254
ENSG00000034152	3878	8097	3023	1629	4370	7648	5830	4333	8470	4195	6431
ENSG00000034239	9	8	8	20	0	8	29	1224	5	3	18
ENSG00000034510	27762	83458	28482	15685	29314	140972	97849	79785	39047	95127	29610
ENSG00000034533	744	714	438	282	783	202	541	893	860	799	474
ENSG00000034677	3245	4358	4224	2382	2122	2416	3549	6258	11883	1981	3751
ENSG00000034693	1173	1300	899	369	1520	853	1207	3074	897	826	1333
ENSG00000034713	4320	4599	3962	1333	2611	2598	8163	3151	4220	5176	2115
ENSG00000034971	25	21	7795	119	10	4	32	490	5	12	13
ENSG00000035115	3425	5770	1545	947	2684	2317	1378	3367	5492	4719	2629
ENSG00000035141	3788	5976	1729	1041	2556	3896	4182	4883	4341	3763	2356
ENSG00000035403	20868	10981	70842	31092	7979	13236	40970	11789	11014	12155	14560
ENSG00000035499	689	1699	172	152	257	1137	534	585	2169	479	243
ENSG00000035664	406	565	281	293	786	108	536	392	335	680	214
ENSG00000035681	1334	2556	2180	1256	1098	802	1790	2986	2335	759	1566
ENSG00000035687	3654	4261	2341	1156	2212	1945	5855	3789	3779	2992	2548
ENSG00000035720	26	222	395	120	144	11	54	221	22	19	113
ENSG00000035862	30030	6863	38047	14141	9724	25192	38332	17897	12176	15572	9812
ENSG00000035928	2234	3507	3130	1021	1950	2394	2982	3151	2327	2055	2024
ENSG00000036054	1786	3548	1689	1142	1495	973	3550	2923	5810	2574	2828
ENSG00000036257	3123	5207	3502	1607	2175	2380	6503	6084	6018	3454	4607
ENSG00000036448	47	66	630	68	51	190	106	53	66	104	21
ENSG00000036473	3	145	22	121	305	8	1	19	48	1	13
ENSG00000036530	11	42	167	41	5	34	60	48	23	144	17
ENSG00000036549	2028	3508	2441	1048	1629	1520	2713	3060	4053	1109	2015
ENSG00000036565	2	12	2	45	47	8	8	28	90	2	2
ENSG00000036672	1331	93	2556	284	414	35	131	507	79	309	868
ENSG00000036828	3	5	10	11	122	9	2	238	1	4	1
ENSG00000037042	1120	500	2894	621	310	532	1172	416	792	947	504
ENSG00000037241	541	1765	569	213	1029	1216	739	902	665	1761	617
ENSG00000037280	639	468	769	146	403	440	1693	611	775	446	980
ENSG00000037474	2929	5366	2610	935	1760	4068	4024	3894	6610	1941	3307
ENSG00000037637	2808	2103	2733	1165	1588	1149	2609	2197	2167	1392	2668
ENSG00000037749	767	851	417	336	749	547	653	1569	1357	359	1387
ENSG00000037757	664	2438	1529	591	1150	1309	1580	1045	1119	1612	1425
ENSG00000037897	1188	1585	345	179	801	1797	971	885	916	923	598
ENSG00000037965	91	66	137	10	34	105	91	68	169	246	14
ENSG00000038002	999	538	610	303	822	619	1249	974	2043	384	849
ENSG00000038210	876	3705	558	436	771	615	1245	1633	1824	600	1469
ENSG00000038219	3118	8003	6905	2321	2621	3696	8497	4189	4822	5611	3178
ENSG00000038274	4217	6928	3793	1523	4095	2977	5084	6655	4553	3031	3420
ENSG00000038295	72	39	262	85	43	25	141	110	72	23	250
ENSG00000038358	4394	3254	3279	1069	2467	2224	2366	1693	5778	1755	3135
ENSG00000038382	5104	3805	8818	4963	1863	9645	4982	4548	5209	2491	3292
ENSG00000038427	13784	3669	2872	4666	2113	10680	25487	12274	2767	4856	3286
ENSG00000038532	3736	2082	1758	964	2947	1960	2665	2536	3595	1945	2917
ENSG00000038945	1290	2791	720	659	355	1059	2261	1363	189	1624	754
ENSG00000039068	69833	67728	3172	218	30190	14850	15773	20556	55503	15654	29913
ENSG00000039123	2385	5105	3085	1204	2349	1764	3694	4271	5003	1243	2905
ENSG00000039139	158	54	183	162	190	202	54	795	389	136	150
ENSG00000039319	1646	3583	2251	1208	809	931	2355	3630	2472	1391	2149
ENSG00000039523	14116	2796	6813	3037	3553	4582	7437	1910	2022	4468	3767
ENSG00000039537	548	1445	79	47	23	11	37	19	32	5	48
ENSG00000039560	4655	2443	3741	4352	883	2094	31480	3616	4599	2069	2339
ENSG00000039600	1315	24	49	68	153	579	353	168	281	43	24
ENSG00000039650	2505	2405	1477	535	729	2392	5361	661	2886	1723	1326
ENSG00000039987	0	2	5	9	0	16	3	15	62	0	9
ENSG00000040199	430	429	975	434	859	376	559	609	421	378	317
ENSG00000040275	432	914	389	194	468	1503	840	1223	1265	1317	418
ENSG00000040341	2984	1736	2644	1187	1557	714	2824	3024	3395	1467	3230
ENSG00000040487	3519	1450	733	359	1679	976	2679	652	2174	1826	830
ENSG00000040531	1707	1706	837	478	1060	1462	1346	635	1665	585	620
ENSG00000040608	1580	510	113	129	359	303	773	371	862	442	346
ENSG00000040633	2472	2272	2036	524	1782	2722	2954	1498	1079	1691	3143
ENSG00000040731	3	2	31	12	0	3	0	11	0	6	1
ENSG00000040933	1291	1393	3976	1633	1766	1255	2772	2606	1920	1139	1260
ENSG00000041353	1669	5502	1009	349	1937	1546	3851	5093	10322	1428	5610
ENSG00000041357	11141	14165	4260	2131	4322	5491	8186	7153	9817	9272	4063
ENSG00000041515	8	15	290	64	13	37	311	71	18	12	17
ENSG00000041802	3237	4060	1699	810	1899	2321	4879	3691	4584	4707	2037
ENSG00000041880	1460	2764	1458	450	2023	760	1211	3602	1166	2011	1112
ENSG00000041982	5959	3437	33374	43114	1827	3997	3715	4046	1896	3514	5266
ENSG00000041988	843	953	788	268	614	448	879	310	453	658	377
ENSG00000042062	74	66	382	145	290	130	223	244	184	103	108
ENSG00000042088	536	1935	517	345	1281	1067	895	1271	1349	426	1019
ENSG00000042286	1316	1625	1163	446	2833	2148	8529	1463	4621	1825	1298
ENSG00000042304	1	0	0	12	2	2	3	14	5	5	0
ENSG00000042317	440	501	584	320	332	312	840	537	356	487	239
ENSG00000042429	1536	2565	1985	745	1316	901	2514	3010	1979	1018	1485
ENSG00000042445	6170	4205	2827	1716	6847	3486	8532	4087	4719	1121	4785
ENSG00000042493	22047	4295	3812	2122	4163	17161	9076	5516	10089	8990	9476
ENSG00000042753	4563	4969	2393	1314	2460	7301	7561	2376	5188	4329	4632
ENSG00000042781	2	9	22	68	9	41	13	41	26	26	7
ENSG00000042813	0	0	3	2	0	2	0	9	0	0	0
ENSG00000042832	298	9	68	60	14	37	50	63	26	41	35
ENSG00000042980	1261	3020	1841	914	1950	89	2617	2164	6799	1507	596
ENSG00000043039	2980	823	120	49	2707	94	914	768	729	339	10671
ENSG00000043093	2119	3344	1794	929	1128	1010	3116	2616	2990	3197	2035
ENSG00000043143	5127	5905	6139	2054	6603	5304	3662	2229	1956	4084	2464
ENSG00000043355	4	764	79	486	1	31	7	92	59	8	50
ENSG00000043462	1276	3590	1230	1084	1859	1674	2075	4856	982	809	1698
ENSG00000043514	877	921	607	344	589	831	919	1125	905	622	769
ENSG00000043591	56	208	70	46	186	37	43	284	243	389	86
ENSG00000044012	15	0	3	8	93	1	0	11	548	83	7
ENSG00000044090	4065	2205	2270	692	2153	1344	3754	1405	2517	1272	2042
ENSG00000044115	25088	34584	21375	9287	18731	19339	29537	23781	55229	25043	29868
ENSG00000044446	1539	1395	1496	862	1247	1006	1090	2031	1817	1423	1347
ENSG00000044459	496	931	1091	362	99	77	449	830	68	93	255
ENSG00000044524	2092	218	792	2456	290	55	1368	546	231	244	300
ENSG00000044574	43417	47357	15431	6396	51385	26550	53952	44021	97256	30534	28301
ENSG00000046604	17012	51815	5183	4909	10309	14470	30172	15101	32075	23908	5111
ENSG00000046647	759	791	915	387	588	325	679	1019	1476	417	489
ENSG00000046651	1195	3376	1570	955	753	585	2130	1757	3042	975	1180
ENSG00000046653	55	250	1905	307	57	95	546	465	153	190	753
ENSG00000046774	4	0	0	2	0	0	852	0	0	0	0
ENSG00000046889	381	362	1094	523	221	84	1027	793	679	212	606
ENSG00000047056	892	1240	1107	492	674	490	1802	909	1802	357	902
ENSG00000047188	710	4469	1925	976	1408	925	1258	2866	2432	1992	2658
ENSG00000047230	1674	2312	1452	908	891	878	1037	1504	2346	1903	775
ENSG00000047249	2538	2140	3404	1180	1503	1618	4113	2338	4733	1744	2694
ENSG00000047315	5220	7599	4696	2213	4172	2727	8006	7874	9656	2577	4666
ENSG00000047346	712	2753	2930	1247	1479	507	2837	2557	3525	1288	3077
ENSG00000047365	2236	3817	620	456	877	1136	1315	2806	2837	1136	3893
ENSG00000047410	5912	9366	7265	3639	3551	3361	13709	10903	12609	4176	5468
ENSG00000047457	991	651	352	91	1461	352	362	837	247	3983	187
ENSG00000047578	2298	1767	1498	731	1985	2149	1935	2340	3211	1275	1938
ENSG00000047579	1598	1584	1755	332	971	781	1054	874	950	1048	546
ENSG00000047597	893	1251	1068	703	454	1059	537	1586	5616	1694	492
ENSG00000047617	12	34	90	36	69	20	31	57	38	13	42
ENSG00000047621	762	1598	804	477	329	914	720	1641	599	524	1105
ENSG00000047634	278	2862	1079	1185	364	677	888	8853	1688	3476	500
ENSG00000047644	1831	1644	5976	1634	2070	714	5461	2598	1027	3181	2898
ENSG00000047648	322	229	2246	691	164	55	973	581	1025	485	337
ENSG00000047662	3	30	67	20	7	13	51	16	24	23	22
ENSG00000047849	18092	9243	24912	13061	9761	11246	16634	14012	11534	4256	16359
ENSG00000047932	2027	3195	2183	1146	1031	1744	4370	2935	4238	1653	2219
ENSG00000047936	1143	0	0	46	36	23	82	64	50	18	37
ENSG00000048028	1451	1839	1564	897	1270	803	2636	2594	2311	930	1514
ENSG00000048052	937	3430	2137	571	1107	790	813	661	1879	531	575
ENSG00000048140	3831	3378	761	628	2881	3074	3736	1533	1978	2272	2373
ENSG00000048162	618	2097	720	287	1070	1905	1100	1163	1375	1882	1486
ENSG00000048342	436	593	3842	714	346	644	1028	416	859	488	414
ENSG00000048392	2146	3631	2514	1887	1133	2700	1651	2528	1745	1848	2128
ENSG00000048405	1788	4303	1823	934	1330	927	1760	2617	5065	1076	2001
ENSG00000048462	45	505	58	36	793	12	130	379	28	29	50
ENSG00000048471	1697	1112	2671	1243	1273	1877	1822	2035	2444	568	3716
ENSG00000048540	424	101	1281	712	16	40	540	145	89	111	71
ENSG00000048544	3033	3907	2342	946	2399	3066	6765	3709	4841	4126	3857
ENSG00000048545	2	0	7	3	2	38	13	17	0	7	0
ENSG00000048649	2868	4972	6410	2602	2185	6229	8575	4172	5560	3881	2673
ENSG00000048707	5240	5228	5767	2905	5222	1578	4237	5548	7370	2115	9250
ENSG00000048740	731	3003	10196	4409	925	424	1521	3373	592	545	1915
ENSG00000048828	10128	29607	14650	9229	17916	13818	18944	24175	42964	19578	13106
ENSG00000048991	1801	3290	2070	977	1727	1535	2168	4623	3494	2162	1792
ENSG00000049089	884	307	423	123	985	53	282	954	372	925	222
ENSG00000049130	1476	8548	5693	3067	1404	666	4632	1580	1621	4806	2817
ENSG00000049167	309	434	419	187	189	323	378	461	708	268	221
ENSG00000049192	176	51	628	155	42	160	541	324	158	117	111
ENSG00000049239	16742	6889	15899	3272	12277	2522	9385	4983	7063	4313	6530
ENSG00000049245	6710	7089	6489	3391	5197	5873	10084	9245	8922	3508	8088
ENSG00000049246	1957	1481	4806	2800	2096	297	3141	4709	1348	753	3474
ENSG00000049247	2	511	9	13	2	15	10	32	4	14	4
ENSG00000049249	140	500	396	131	159	147	309	403	33	176	198
ENSG00000049283	11288	1623	371	236	6383	5402	2020	607	6807	2386	6854
ENSG00000049323	8630	3457	26178	11257	2403	1052	11866	4500	1700	3148	3809
ENSG00000049449	9586	21503	4704	1109	6477	4750	4563	12031	4454	8426	8351
ENSG00000049540	12908	2436	9971	4479	1548	134	12203	2732	1603	3892	2967
ENSG00000049541	2560	2407	1088	411	995	4041	1809	1669	1375	1649	1392
ENSG00000049618	13084	9186	8720	3801	4614	3254	9861	6026	10034	5602	6455
ENSG00000049656	7713	6557	3777	1532	5400	8204	7552	4446	14756	3374	4341
ENSG00000049759	6870	10273	5228	1442	6325	2967	6559	3347	10237	4688	1941
ENSG00000049768	609	477	272	227	545	345	541	761	72	234	577
ENSG00000049769	359	209	666	152	158	192	312	157	296	278	351
ENSG00000049860	16187	10186	4105	3599	6150	4197	8376	5454	8452	4620	3179
ENSG00000049883	373	818	1027	394	1579	572	702	690	661	308	467
ENSG00000050030	10	33	658	247	32	10	9	343	3	15	97
ENSG00000050130	1622	2969	1417	962	1819	1730	3759	3581	4520	1309	2003
ENSG00000050165	8578	3130	9103	8646	3661	1602	9174	4132	1594	3200	2244
ENSG00000050327	2026	2511	342	280	1093	737	1185	566	4547	1442	1785
ENSG00000050344	4894	12243	738	1532	1716	8403	4707	4806	3392	1070	880
ENSG00000050393	4327	2868	1791	899	3422	1882	4886	2312	3367	4043	1768
ENSG00000050405	12373	46724	5106	2223	6878	2650	13010	7698	9670	4447	6711
ENSG00000050426	1977	6293	3134	1089	2313	2084	2166	2018	2063	1607	1212
ENSG00000050438	146	126	384	142	359	55	222	169	149	24	91
ENSG00000050555	205	196	18	30	249	103	25	276	914	50	858
