TCGA.G2.A2EK	TCGA.BT.A20N	TCGA.FD.A3SJ	TCGA.G2.AA3C	TCGA.DK.A1A7	TCGA.UY.A78L	TCGA.FD.A3SO	TCGA.XF.A9SV	TCGA.DK.A3WX	TCGA.G2.A3IE	TCGA.GV.A40E	TCGA.G2.A2EJ	TCGA.DK.AA6S	TCGA.DK.A3IV	TCGA.FD.A3SQ	TCGA.ZF.AA5H	TCGA.G2.A3IB	TCGA.DK.AA6P	TCGA.XF.A9SU	TCGA.FJ.A871
ENSG00000200972	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	1	0	0
ENSG00000200974	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200976	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0
ENSG00000200982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200985	0	0	0	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0
ENSG00000200986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200991	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ENSG00000200997	0	3	0	0	0	3	0	0	0	0	4	0	0	1	1	3	0	0	1	2
ENSG00000200998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200999	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000201000	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000201001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201003	1	1	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	4	0	1
ENSG00000201006	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000201013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
ENSG00000201014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201023	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201027	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201028	1	0	2	0	0	0	0	0	0	4	0	0	0	1	0	1	1	0	0	0
ENSG00000201031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201032	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0
ENSG00000201033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201034	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000201035	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0
ENSG00000201036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000201041	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0
ENSG00000201042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201044	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000201047	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000201048	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000201050	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201070	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201071	3	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0
ENSG00000201074	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000201075	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201076	1	0	0	0	1	0	0	1	0	4	0	0	0	2	0	0	2	0	0	0
ENSG00000201077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201078	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3	0	0	0	0
ENSG00000201084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201085	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0
ENSG00000201086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201096	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201097	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201098	0	0	0	0	2	0	0	0	0	3	1	0	1	1	0	1	1	0	1	3
ENSG00000201102	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
ENSG00000201104	0	0	0	1	2	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
ENSG00000201109	1	0	0	0	0	1	0	0	0	0	1	2	2	0	0	0	2	1	0	0
ENSG00000201113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201118	0	0	1	0	1	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0
ENSG00000201119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000201121	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000201129	1	1	1	0	0	2	2	0	0	0	0	1	1	2	4	0	1	1	1	0
ENSG00000201133	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201134	14	1	0	1	3	7	4	0	7	2	0	3	1	3	4	1	6	5	0	0
ENSG00000201135	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000201136	3	0	0	0	4	1	1	1	2	8	3	2	2	3	2	0	2	1	5	0
ENSG00000201140	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000201142	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0
ENSG00000201143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1
ENSG00000201148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201151	18	4	5	2	4	0	0	5	5	11	2	1	4	15	6	8	5	3	1	2
ENSG00000201153	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000201160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201162	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201164	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
ENSG00000201165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201170	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201176	2	0	4	0	3	0	0	0	0	1	0	0	2	3	3	0	0	2	1	3
ENSG00000201178	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201179	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
ENSG00000201180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201182	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201183	5	0	6	3	2	2	3	0	0	7	5	9	1	9	2	4	1	3	1	4
ENSG00000201184	0	0	0	0	0	1	1	0	0	0	1	1	0	2	0	0	0	0	0	0
ENSG00000201185	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
ENSG00000201186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201198	1	0	0	0	0	1	0	0	1	2	0	0	0	1	1	0	1	1	0	1
ENSG00000201201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000201207	23	3	9	7	1	3	9	2	11	5	9	8	3	16	11	2	8	3	7	11
ENSG00000201208	9	2	6	0	7	0	5	2	4	3	1	2	1	4	0	0	2	3	1	0
ENSG00000201209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201210	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201216	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ENSG00000201217	3	0	0	0	0	1	1	0	8	2	1	3	1	6	1	0	2	5	0	0
ENSG00000201218	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000201221	2	0	3	0	2	0	0	0	0	2	2	0	0	3	0	0	0	0	0	0
ENSG00000201223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201228	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000201229	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ENSG00000201231	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000201239	0	0	2	0	0	0	0	0	2	1	1	0	0	1	1	0	0	0	0	0
ENSG00000201240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201242	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201247	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000201253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000201264	0	2	3	1	0	1	1	2	0	2	1	2	1	0	0	4	1	0	0	0
ENSG00000201270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201287	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000201288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201289	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0
ENSG00000201291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201294	0	0	1	0	0	0	0	2	0	2	0	0	1	1	0	1	0	0	0	0
ENSG00000201296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000201297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201298	2	0	0	0	0	1	0	0	0	1	0	1	0	2	1	0	0	0	0	0
ENSG00000201300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201302	11	10	42	21	25	12	12	11	10	22	18	23	19	21	11	22	10	10	9	19
ENSG00000201308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000201314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201317	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000201318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201339	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000201340	0	1	0	0	0	0	2	0	0	0	0	1	1	0	0	2	0	3	0	0
ENSG00000201341	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000201342	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0
ENSG00000201343	1	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	1	0	0	0
ENSG00000201346	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201347	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0
ENSG00000201348	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000201351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000201354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000201355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000201358	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000201361	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000201363	0	0	0	0	0	0	0	0	4	0	1	0	0	1	0	0	0	0	0	1
ENSG00000201364	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201365	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000201367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000201368	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201370	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201372	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0
ENSG00000201376	2	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0
ENSG00000201377	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000201379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201382	0	0	1	3	0	0	0	0	0	2	0	0	1	1	0	1	0	0	0	0
ENSG00000201384	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000201386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201388	4	1	7	0	0	0	1	1	4	5	2	1	0	3	2	3	2	2	1	1
ENSG00000201390	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
ENSG00000201392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201413	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000201415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201421	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201426	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201428	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1
ENSG00000201431	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201432	4	0	1	0	2	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0
ENSG00000201433	2	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0
ENSG00000201435	1	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	2	1	0	0
ENSG00000201436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201440	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000201441	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
ENSG00000201442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201448	0	0	5	0	0	1	0	2	0	3	1	1	0	0	0	1	0	0	1	1
ENSG00000201451	0	2	7	1	1	0	2	0	0	6	2	2	2	7	3	2	3	1	0	0
ENSG00000201452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201457	28	4	18	0	7	5	6	3	17	10	2	4	5	25	11	6	2	13	0	2
ENSG00000201458	0	0	1	0	1	0	3	0	1	0	0	1	0	0	0	0	0	0	0	1
ENSG00000201464	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000201465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201466	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ENSG00000201467	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000201469	2	1	0	1	2	2	0	0	1	0	2	0	0	4	0	2	1	0	0	1
ENSG00000201470	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000201474	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201492	2	1	0	0	0	1	2	0	3	11	0	3	0	16	2	1	0	3	0	0
ENSG00000201493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201496	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201498	1	0	1	0	0	1	0	0	0	0	0	1	0	4	0	2	0	0	0	0
ENSG00000201499	7	0	5	0	2	3	3	1	2	11	2	6	0	5	5	1	7	2	0	5
ENSG00000201500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201501	0	1	0	0	1	0	0	0	2	0	0	0	1	1	0	0	0	1	0	0
ENSG00000201502	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201510	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000201511	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000201512	30	7	11	0	9	28	10	2	77	11	29	9	4	11	10	3	12	8	1	7
ENSG00000201516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000201519	0	0	3	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
ENSG00000201523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201524	0	0	1	0	0	1	0	0	3	2	0	1	0	2	0	0	0	0	0	0
ENSG00000201527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000201529	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201532	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1
ENSG00000201533	5	1	2	0	2	0	0	2	1	2	2	0	0	1	2	0	2	3	0	0
ENSG00000201535	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201542	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201544	13	0	6	0	10	1	1	2	2	2	1	2	1	5	2	1	7	6	0	0
ENSG00000201545	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201547	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1
ENSG00000201548	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000201549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201554	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201555	1	2	2	2	1	8	2	2	7	1	14	5	1	9	3	9	2	3	4	5
ENSG00000201557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201558	0	2	1	0	4	3	0	0	0	0	3	0	1	5	1	1	0	6	1	1
ENSG00000201560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201563	2	0	2	0	0	0	1	0	0	2	0	0	0	5	0	0	0	0	0	0
ENSG00000201564	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000201565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201566	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000201567	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
