TCGA.CD.8531	TCGA.CD.5804	TCGA.FP.7998	TCGA.CD.A4MH	TCGA.CD.8528	TCGA.CD.8530	TCGA.CD.A486	TCGA.CD.8526	TCGA.CD.8535	TCGA.BR.6709	TCGA.CD.A487	TCGA.CD.8525	TCGA.CD.8529	TCGA.B7.A5TN	TCGA.IN.A6RO	TCGA.CG.4305
ENSG00000010322	2366	2898	6077	9371	2893	3828	5946	5657	3511	3231	2275	2032	5270	5057	3239	5265
ENSG00000010327	4931	4409	18382	1843	1873	6396	4638	4095	1363	13807	1540	1258	11789	2843	1332	5423
ENSG00000010361	360	854	350	114	78	335	1338	4239	1819	160	668	540	552	715	42	174
ENSG00000010379	24	4	1	34	3	3	33	26	6	11	5	8	5	1	1	9
ENSG00000010404	25351	6659	13031	6344	11042	8540	5796	5368	21077	4301	3699	5210	8749	22543	5510	6471
ENSG00000010438	11	4936	508	15293	6185	1790	1586	1581	13284	16	1705	1016	3437	4653	9398	6699
ENSG00000010539	817	545	857	1721	939	699	1523	1343	525	587	418	316	802	914	664	499
ENSG00000010610	2920	3567	16798	1799	2745	2492	4377	4257	1808	12321	348	1944	9918	3148	1390	7248
ENSG00000010626	237	344	257	421	105	241	738	631	374	113	245	120	529	444	445	263
ENSG00000010671	8433	344	1455	189	323	411	435	432	122	642	113	252	1500	228	88	633
ENSG00000010704	377	693	1170	2128	583	721	2074	781	708	568	810	614	882	1549	1517	370
ENSG00000010803	1635	2195	2827	3941	2364	2952	4250	2580	3280	2089	1677	2174	3016	6255	2243	1907
ENSG00000010810	2321	2027	5868	2425	800	3937	2262	6415	4681	10948	1030	1927	3481	4626	3844	2432
ENSG00000010818	3243	1024	4705	2376	2422	3917	3273	3399	5261	4338	1624	859	3565	4237	2461	3957
ENSG00000010932	229	63	470	249	380	185	225	78	27	155	96	69	221	431	66	386
ENSG00000011007	3096	2221	5317	5160	4865	4042	5424	9739	4190	1985	2333	2450	3871	3537	4594	3600
ENSG00000011009	4807	6452	3939	8284	4371	3598	6070	11334	3741	2824	2803	1927	4207	4376	9682	3857
ENSG00000011021	1244	661	1781	2386	853	1274	2256	2327	1059	912	689	388	1515	1385	1242	1483
ENSG00000011028	4542	5926	10640	3357	10132	12580	9822	8302	6416	26100	4692	2322	11424	16981	1419	5070
ENSG00000011052	111	8	15	57	66	23	13	55	20	49	39	35	21	35	61	61
ENSG00000011083	6	11	11	690	34	5	50	7	3	4	4	4	63	8	12	32
ENSG00000011105	1112	1891	2727	1240	1438	4291	2184	5584	2199	60319	1257	1132	3904	5767	2985	1622
ENSG00000011114	1999	1143	3201	2681	3905	2999	3751	3456	2890	1211	1384	1243	3438	3706	6415	3687
ENSG00000011132	2091	787	1628	1190	984	1267	1089	2204	892	1143	615	556	1247	1505	1473	915
ENSG00000011143	1194	564	794	642	489	431	1679	2273	714	486	692	520	608	785	880	669
ENSG00000011198	574	651	978	913	1470	1261	1117	1068	1007	812	561	668	1141	921	1195	1083
ENSG00000011201	185	406	1438	401	1163	372	1179	365	365	498	1273	312	1820	5449	183	1293
ENSG00000011243	2470	1474	1960	2883	1656	1750	3056	2719	2020	1523	843	970	2032	1725	2381	1916
ENSG00000011258	987	635	2493	4060	972	1409	2139	2615	1854	570	1301	835	1549	2559	1933	2033
ENSG00000011260	2586	924	2175	2696	2531	1328	2891	3164	1785	1419	1986	1125	2210	2113	3634	1637
ENSG00000011275	4046	2621	6236	4600	4315	4825	6773	4740	6683	3549	1775	1626	5240	3236	2613	4557
ENSG00000011295	2794	1677	4602	3393	2504	2217	2528	2232	3678	1384	1464	644	2115	3028	2862	2803
ENSG00000011304	36507	15042	36064	31493	62743	24727	25482	56616	32622	18595	15917	21276	25256	24957	50317	17784
ENSG00000011332	191	23	90	56	134	68	64	902	566	139	44	132	35	66	682	25
ENSG00000011347	398	223	219	985	199	381	7563	3240	10264	312	1225	2502	1103	411	154	570
ENSG00000011376	1585	1000	2021	1680	2978	1122	2196	1894	2323	1165	1027	531	2074	1003	2595	1702
ENSG00000011405	4370	2722	11448	18937	8336	8336	5325	8833	11107	2603	3882	2676	6196	6907	10613	4997
ENSG00000011422	1719	4552	3472	1317	5487	4056	5297	2474	3044	3663	4848	1714	5859	10416	3254	4392
ENSG00000011426	1923	1851	4699	8372	9146	3219	8215	5406	19917	2407	2432	2338	4222	2570	19372	5763
ENSG00000011451	5661	4737	8382	4624	8483	7550	6026	10702	5767	5697	3226	2384	7754	7505	10251	3071
ENSG00000011454	2863	2476	5132	3122	1597	3476	5676	4256	7248	2428	2032	1142	3757	6204	3942	3954
ENSG00000011465	9276	12665	15618	21960	10876	41112	20390	20265	8224	10260	14824	8536	23479	57165	3049	34977
ENSG00000011478	953	909	1238	694	1340	970	534	2080	1337	456	501	831	1288	836	753	517
ENSG00000011485	5016	4234	4928	4078	5120	4244	4069	12315	6174	2017	3573	2571	5428	3578	4788	3683
ENSG00000011523	739	1323	3037	1463	1166	3020	1140	2094	1732	1015	1002	820	2384	1899	4107	1531
ENSG00000011566	596	1060	1991	4534	2546	3779	5369	2862	2658	1082	1640	1057	1635	3584	3663	2968
ENSG00000011590	64	37	207	51	22	107	48	214	119	91	12	51	155	24	189	62
ENSG00000011600	5798	10253	10460	2365	2831	4871	6765	3303	1966	9126	1780	4923	8525	5936	1323	6538
ENSG00000011638	3521	1211	1453	499	2021	1139	1269	1807	482	626	555	372	1450	3383	5221	1423
ENSG00000011677	1	5	0	2016	9	212	325	650	5629	4	147	637	106	205	0	127
ENSG00000012048	3716	855	2512	2637	2708	999	1340	3011	3588	1060	1559	1541	2412	777	3501	2264
ENSG00000012061	5226	2739	3012	2219	1795	2696	2544	5419	3656	2872	2295	2475	2822	3488	2621	1640
ENSG00000012124	34841	131	751	188	109	740	123	502	1833	362	71	713	2729	203	32	467
ENSG00000012171	65	6701	4995	1028	2748	6576	4435	915	7672	1395	4380	1515	4814	4218	906	3331
ENSG00000012174	4234	906	3061	884	3058	1730	1850	625	4586	1607	1358	547	1900	2009	2035	1712
ENSG00000012211	3563	1581	1724	1802	2801	1309	1926	1666	2898	822	740	1211	2227	2458	2929	972
ENSG00000012223	152	208	1352	1379	38	2200	40985	667	21	274	54	29024	121827	259	75	736
ENSG00000012232	2956	1961	4299	1990	4011	6095	3622	3328	7151	2452	2482	1216	3893	3722	2491	5839
ENSG00000012504	2	328	22	1704	12	13	2512	203	13	1	1	616	164	21	5	59
ENSG00000012660	5644	1373	4673	5097	1109	3492	2130	5684	7214	8140	2288	1546	4014	3620	500	4865
ENSG00000012779	690	1344	2764	555	4350	1178	6866	1043	414	3060	1817	1175	4180	1914	3105	1533
ENSG00000012817	22	641	2961	1	22	1972	608	4	230	0	1281	10	2831	3515	108	1346
ENSG00000012822	2892	4107	7700	4010	889	4402	3880	5941	5246	2045	3771	1904	4524	5994	545	3933
ENSG00000012963	4282	1610	2603	2063	2054	1891	2753	3049	2486	1452	1550	1029	2922	2290	3343	2245
ENSG00000012983	1021	994	3250	2851	3494	2480	3947	3099	3209	1593	1770	1300	2580	5074	3714	3260
ENSG00000013016	21785	688	1452	800	479	1460	893	2112	432	1032	574	495	1415	1027	119	539
ENSG00000013275	6441	6912	6615	4900	5263	6587	8868	30022	15988	5056	3819	5022	5825	6663	8450	6627
ENSG00000013288	5457	4114	12544	3522	4538	5232	6300	4223	4883	4711	2084	1931	8445	6417	6410	4875
ENSG00000013293	5	22	4	4	0	7	9	90	11	2	9	1	102	8	3	14
ENSG00000013297	102	264	130	171	5	594	751	1122	3733	91	186	129	303	946	93	442
ENSG00000013306	7650	11595	8431	21010	11509	9533	20577	18319	16180	7716	12365	12285	13565	18565	7464	10384
ENSG00000013364	6389	28729	24696	10774	25599	11688	33980	11678	12601	11854	7330	8235	25641	28589	60028	10872
ENSG00000013374	3995	6036	11786	5511	3631	4536	3166	6531	6878	5970	2779	1923	5248	3355	7081	6953
ENSG00000013375	1004	1040	2720	4597	4738	2283	2262	3307	3441	1777	1738	1673	2688	4008	2311	3030
ENSG00000013392	256	271	623	855	531	421	387	458	664	290	338	272	450	545	296	583
ENSG00000013441	2014	1537	3289	16007	2108	3496	5330	4545	2673	2053	3003	1105	3247	4904	1532	5537
ENSG00000013503	1984	459	1012	1007	3389	1285	1711	3021	1530	524	790	479	1035	1259	874	1297
ENSG00000013523	1972	1835	3692	3121	4641	2224	4686	3289	4228	802	1866	1287	2679	2017	3386	2492
ENSG00000013561	2948	1537	1754	1725	1144	2065	2558	1630	4201	1415	1354	801	2817	2034	2601	1443
ENSG00000013563	919	1778	1771	705	2834	1008	1251	637	1807	1049	319	531	3809	4500	5137	1643
ENSG00000013573	2933	688	1732	3232	3906	958	1693	4081	1924	9491	1219	1621	1125	1997	2672	1212
ENSG00000013583	388	848	1410	2614	2661	2868	2169	3390	1153	1057	1558	1082	2223	1906	927	1488
ENSG00000013588	74	13671	32462	7650	20372	30360	18081	66484	4182	4569	16720	20842	27763	99170	109146	69260
ENSG00000013619	96	248	752	211	115	960	582	454	772	1196	112	230	591	282	69	437
ENSG00000013725	119	436	5321	428	242	571	664	1636	245	2307	104	351	2259	406	441	993
ENSG00000013810	10371	3844	3868	5735	6959	1978	12593	9144	5515	3310	2870	2636	5570	2657	11037	2718
ENSG00000014123	3797	1394	5159	6257	4445	2927	3761	3949	4815	1933	2734	2297	2461	4149	4500	3018
ENSG00000014138	3222	1433	2141	3621	4392	1265	2372	2837	3059	1702	803	1021	1628	2037	4783	1217
ENSG00000014164	3622	4867	2976	3674	4314	3068	6485	5925	4251	4353	2285	2335	2694	5435	3602	1837
ENSG00000014216	26456	18144	20867	18078	23747	13602	17996	19149	21541	9391	6913	10428	15278	23535	20238	13130
ENSG00000014257	951	410	760	762	1000	423	1860	245	46	75	34	224	350	353	1422	129
ENSG00000014641	6452	3117	3702	5348	4250	3912	7977	6212	5720	3361	4149	2940	5258	5973	9732	5627
ENSG00000014824	3176	1934	4401	3220	8804	3246	4965	3672	4714	2201	1983	969	3797	3511	5769	5704
ENSG00000014914	82	2245	3113	8327	9968	1413	11606	1418	699	497	821	1860	3952	12298	6650	3755
ENSG00000014919	3787	2380	3298	2099	4078	2369	3390	2864	4818	1756	1885	1947	2616	3331	3912	4052
ENSG00000015133	26611	1997	9160	4172	7994	3812	4860	9205	2564	2437	1630	1880	4738	3861	4425	3701
ENSG00000015153	1553	485	1064	1486	593	1426	1347	1053	2158	707	1004	948	961	1714	1597	972
ENSG00000015171	1891	2391	5448	5957	4307	5513	4899	10185	7237	3014	1986	800	3811	6394	4770	5967
ENSG00000015285	28653	1570	2849	697	572	760	1089	1170	262	2098	449	740	2338	792	244	1246
ENSG00000015413	89	201	205	275	30	101	314	233	1734	525	32	15	1175	44	6	57
ENSG00000015475	3156	3989	3070	3232	2639	1642	3542	3213	5842	978	4687	2801	3193	3400	2443	3369
ENSG00000015479	355	88	439	796	311	558	450	447	445	302	227	137	396	376	398	458
ENSG00000015520	6	6804	609	6770	5527	39	200	2779	36	41	31	1017	2020	5521	6501	219
ENSG00000015532	1243	2341	3558	3130	1158	3508	5571	4894	3062	3964	1475	915	2972	2709	2322	1240
ENSG00000015568	5	0	15	21	8	15	17	9	14	3	3	4	6	11	13	0
ENSG00000015592	0	16	3	1	0	1	2	1	7	0	3	0	16	6	0	2
ENSG00000015676	4612	4513	6469	4340	6952	5959	8359	5882	7127	4145	2883	2292	4720	5056	4899	5342
ENSG00000016082	27	321	404	475	540	786	26	448	55	26	195	144	64	273	608	410
ENSG00000016391	577	2023	3261	1941	8075	1453	5968	1850	8093	287	795	1704	5712	1797	5037	1541
ENSG00000016402	5	205	891	1274	1878	481	2242	236	1777	86	268	231	885	1054	2459	486
ENSG00000016490	0	3	16	442	0	25	17	9	1	0	2	4	2994	16	10	5808
ENSG00000016602	2	6	14	7	2	1	1	2	9	0	14	2	3	53	13	7
ENSG00000016864	846	1938	2072	3412	3601	2331	6496	3061	2631	1714	1671	1519	2758	3131	1927	3314
ENSG00000017260	8777	5690	17640	8636	10418	4840	9703	10988	6496	5672	5505	4246	5960	11072	8118	12280
ENSG00000017427	101	66	544	130	8	1863	80	185	61	165	124	99	204	338	15	168
ENSG00000017483	766	552	516	195	10125	1865	683	1406	2349	433	3559	5469	3589	510	67	180
ENSG00000017797	5315	7712	5693	4457	7057	5976	18273	10567	8036	3319	5493	5342	9177	9734	12760	4924
ENSG00000018189	2032	814	1681	2297	1347	1752	2250	1487	2358	662	962	586	1434	1779	1563	1373
ENSG00000018236	32	403	163	28	76	605	295	781	210	90	430	107	192	384	5	86
ENSG00000018280	1433	2058	663	194	1520	663	2672	322	375	403	914	797	3068	1152	584	622
ENSG00000018408	1289	5583	8104	3027	2112	14574	3983	9954	12136	3760	5911	5432	7116	21718	4231	3978
ENSG00000018510	3687	1243	4288	3793	8404	4111	2735	7201	4479	3321	2401	2640	3703	4264	7443	5142
ENSG00000018607	3	0	3	0	1	2	1	10	2	1	0	2	2	0	0	0
ENSG00000018610	1054	1027	1344	1540	1456	914	1455	1102	1584	804	1601	880	1241	1475	1368	633
ENSG00000018625	63	299	544	44	36	498	31	85	30	16	1241	67	508	89	14	127
ENSG00000018699	1504	519	1020	857	2725	989	1232	1648	1143	715	1001	802	743	675	2541	1260
ENSG00000018869	12	50	137	49	32	129	188	598	24	25	28	32	108	87	8	54
ENSG00000019102	37	7247	206	44	308	4012	1435	1614	141	3	1493	566	2873	8847	2524	4365
ENSG00000019144	2406	2575	4851	3574	2048	6744	3655	5251	3498	4539	1620	1628	5875	5126	1030	5276
ENSG00000019169	72	419	71	10	56	36	1251	28	23	799	15	111	4287	191	0	343
ENSG00000019186	5	6	10	0	2	14	197	16	649	171	66	212	11	21	2	17
ENSG00000019485	559	436	1072	5349	562	2652	1266	2220	1533	619	735	408	940	1802	891	529
ENSG00000019505	17	481	7946	3136	4375	1543	658	1365	6895	97	411	1664	5335	764	14004	70
ENSG00000019549	619	568	749	555	708	709	1124	486	1315	10583	373	381	847	1732	197	1311
ENSG00000019582	1071632	337297	820997	59637	48824	95538	445503	104262	33229	429949	15188	133343	410988	312161	166504	187436
ENSG00000019991	163	169	920	167	97	2094	224	422	239	223	163	98	777	272	77	730
ENSG00000019995	894	459	1287	793	671	1333	923	1434	1804	789	494	332	1184	909	547	994
ENSG00000020129	3042	2691	2739	1216	3391	2540	2242	4875	2662	2423	1629	1842	3440	3452	2329	2321
ENSG00000020181	3359	3959	8546	7223	4417	11383	4100	5725	3844	4602	2406	1681	10772	11283	1321	3158
ENSG00000020219	3	1	5	9	0	11	0	2	4	0	0	0	1	3	7	4
ENSG00000020256	2389	1266	3555	1936	3449	2009	2169	4984	4809	1529	1260	784	3287	3985	1876	1785
ENSG00000020426	2515	498	560	1161	458	845	1932	1311	1169	1040	722	586	595	902	770	718
ENSG00000020577	941	996	2646	404	2484	4477	1005	1930	1088	2144	1288	523	1922	2017	2181	994
ENSG00000020633	7528	742	5203	2216	3466	1136	2546	1956	398	3161	250	1130	4448	1461	1198	1994
ENSG00000020922	2162	719	2092	3719	3072	1787	2085	2658	5056	672	1870	1423	1645	2359	8000	1374
ENSG00000021300	288	6979	350	5310	19	5284	2701	3576	26100	192	621	4606	6133	8458	953	149
ENSG00000021355	18608	8270	15005	7858	29703	8853	20290	6260	6118	6998	10127	5005	15782	17856	18439	17257
ENSG00000021461	1	2	4	4	2	14	11	6	3	1	9	6	3	6	2	5
ENSG00000021488	2	49	18	7249	8	51	42	1833	56	6	50	371	310	152	37	57
ENSG00000021574	1576	595	1984	3570	2272	1577	2390	2860	2453	824	1000	621	1365	2637	3251	1810
ENSG00000021645	129	1180	2466	2308	59	1045	528	2502	84	50	1089	147	1335	1155	28	125
ENSG00000021762	670	1362	3077	2568	4871	2536	1401	1966	2853	5537	1108	633	3592	3039	7259	1131
ENSG00000021776	5825	2094	5836	3900	6721	3305	6042	4682	4071	1863	2288	2014	3498	5479	3720	4824
ENSG00000021826	124	370	554	10720	3741	510	34	851	52	28	13663	48	7363	3495	126	2172
ENSG00000021852	1	143	15	0	1	5	47	4	0	1	0	8	5	0	2	0
ENSG00000022267	865	7231	12741	2256	572	17490	826	3157	858	1036	4749	1078	4594	3030	343	2051
ENSG00000022277	5139	5076	4975	5210	4283	4028	7304	7374	9084	3491	4095	2769	7139	5480	5781	4216
ENSG00000022355	1	0	0	0	0	0	12	6	0	0	0	0	1	0	0	9
ENSG00000022556	44	2400	2849	2033	3555	2175	13097	38610	1315	154	6914	5882	53	4490	60	110
ENSG00000022567	714	1996	3481	2781	3547	2490	5438	5708	3883	2001	1187	1405	4621	3119	3656	3266
ENSG00000022840	19106	8577	12944	8822	14659	10616	13853	19467	22380	7124	7365	5465	11392	18031	13280	6874
ENSG00000022976	506	179	400	223	338	451	710	325	262	281	150	91	410	309	262	336
ENSG00000023041	1968	1663	1897	3334	2241	1896	3677	2472	3946	1896	1446	1551	3091	3263	2503	2906
ENSG00000023171	991	1429	1120	2225	9556	618	728	1469	230	10779	1545	1990	1668	5922	3689	2913
ENSG00000023191	9398	7572	7032	8985	10740	7573	11238	10623	9628	8623	6070	2974	10084	11278	7195	4587
ENSG00000023228	7442	3948	6971	9664	13166	7358	8118	5056	10070	2540	4562	2151	8043	6124	16243	6969
ENSG00000023287	2831	2190	5340	4319	4370	7954	9632	12751	12931	3084	3525	2921	4452	5435	2823	3955
ENSG00000023318	6760	8635	7548	10314	5476	6653	7136	7396	10449	3511	2712	4823	7493	11140	12598	5993
ENSG00000023330	3271	4156	5138	10896	6286	3224	6853	5491	5842	1886	1813	3075	5300	6071	6146	4518
ENSG00000023445	17890	4342	29137	3258	4008	3447	14042	7213	1696	4361	13597	13205	5340	8831	11086	4056
ENSG00000023516	14646	1918	7721	4778	5744	5243	4040	3091	13223	2026	1825	1388	5003	5542	30390	6275
ENSG00000023572	640	395	321	656	1179	550	543	308	1034	304	306	547	430	530	909	466
ENSG00000023608	908	230	280	414	598	436	1662	758	515	671	434	268	440	782	591	195
ENSG00000023697	2827	1294	1683	2240	2291	1164	1890	3573	872	895	1015	1077	1466	2242	5046	2313
ENSG00000023734	10073	2716	5077	5045	8294	5468	5318	16628	4315	3138	3835	2734	4992	5547	7017	5255
ENSG00000023839	15	65	68	1052	898	44	334	130	316	58	31	802	127	30	796	250
ENSG00000023892	3443	725	3210	440	235	760	1979	1348	778	1304	142	783	2427	1337	1124	1201
ENSG00000023902	8137	4362	6416	1581	1383	4097	3664	2976	1851	3705	2623	2054	5261	2640	549	2152
ENSG00000023909	1499	1503	2196	2642	3912	1990	2348	3543	2620	1269	784	962	1839	1750	2808	1875
ENSG00000024048	4029	1596	6493	5635	4556	3508	5646	4668	3905	2207	2642	1635	4333	4521	4830	4675
ENSG00000024422	5104	10861	12976	3200	5168	22081	8084	9732	3317	9789	9206	5259	15133	19386	2998	9421
ENSG00000024526	1997	394	356	1945	2786	702	1025	1926	2869	602	1309	756	1431	613	4150	1649
ENSG00000024862	1744	545	1364	747	535	886	881	1724	863	502	749	382	1153	1496	921	1199
ENSG00000025039	301	500	1124	4245	507	1208	7250	1228	2889	1057	242	245	1825	647	72	554
ENSG00000025156	1106	280	764	1204	485	539	506	1196	934	607	490	361	489	840	665	777
ENSG00000025293	3750	2817	4143	10930	4228	5519	5738	7268	6031	4081	4232	4161	4499	3630	2512	2491
ENSG00000025423	49	77	127	108	66	775	216	665	105	63	123	53	220	264	21	56
ENSG00000025434	891	926	3501	1694	1834	1824	2200	1684	694	1908	1058	1252	2141	2614	1655	2640
ENSG00000025708	7611	10850	25992	4788	10306	5316	19521	10553	2720	9328	6578	24841	16843	8433	7087	3715
ENSG00000025770	4866	2636	2586	2730	3379	1500	3257	2939	2195	1492	1390	1918	2142	2359	7269	1167
ENSG00000025772	2458	5176	3242	3816	5006	2694	3770	8026	5450	3021	3436	2761	4538	3564	3455	3581
ENSG00000025796	3544	2419	7328	11682	7798	5731	7882	7745	7445	4507	3992	4302	4748	10656	6775	5013
ENSG00000025800	8485	5167	9056	5768	9834	9277	6560	8627	8326	6760	4957	7904	6406	8193	11928	6232
ENSG00000026025	173136	50291	39468	25674	18919	66956	55766	30876	22228	84376	22753	27260	58145	61119	8489	39966
ENSG00000026036	111	153	438	879	107	243	865	355	248	147	283	204	1030	361	498	245
ENSG00000026103	7716	412	4555	665	363	1219	571	712	524	2686	437	422	1750	1487	357	1478
ENSG00000026297	3710	8207	5029	6759	5449	4046	13889	8196	3646	1714	5460	3854	8529	10748	3525	3661
ENSG00000026508	20764	8674	38517	9658	51541	143939	57891	51345	2349	22705	15211	17158	24199	48316	44337	25119
ENSG00000026559	37	41	51	507	4	72	1121	2106	99	1019	15	400	111	169	10	12
ENSG00000026652	179	401	478	504	380	577	732	761	1231	389	325	360	626	857	778	712
ENSG00000026751	2296	518	19799	1096	550	572	1197	2960	129	3741	114	1132	5904	532	308	4717
ENSG00000026950	2225	1527	9630	3856	1941	2426	3225	3044	1378	3823	608	1447	5646	4297	3786	3696
ENSG00000027001	873	755	1599	1117	3928	1067	1284	1257	2911	365	1043	683	2179	1862	3003	1923
ENSG00000027075	460	824	4871	516	527	2398	2582	2419	798	2515	450	474	2997	1107	1526	1287
ENSG00000027644	4	6	16	4	5	23	9	81	29	8	10	6	7	1	2	11
ENSG00000027697	1874	3538	10922	11022	9566	3300	8424	5338	3205	12162	7220	5373	6001	12380	7761	8958
ENSG00000027847	1438	3958	1760	1573	1828	1765	5219	3633	1167	1428	1725	900	1827	2850	3034	1637
ENSG00000027869	1382	323	2022	409	3830	997	744	2665	824	1663	742	506	1636	1402	1914	772
ENSG00000028116	1823	415	3136	869	2279	1045	713	2758	2096	747	465	1033	1276	997	2350	1645
ENSG00000028137	2521	4519	15900	2635	4037	4135	9382	5601	4429	7270	1722	2137	10039	2398	2755	3727
ENSG00000028203	8023	2372	5681	4066	5425	3024	3824	6053	6092	1646	3266	1781	3420	5623	6336	5876
ENSG00000028277	114222	1239	2718	2127	341	2210	2693	3746	1225	1750	619	2685	5875	896	278	693
ENSG00000028310	2181	3824	1699	7316	2227	2095	4764	4299	2579	1351	1118	2437	3597	1807	1621	2108
ENSG00000028528	5425	3827	6447	5956	3341	4622	9899	4960	4967	5490	3277	2845	6736	7384	7046	5306
ENSG00000028839	987	329	935	1472	1007	848	822	1944	1779	526	532	584	914	1194	1683	819
ENSG00000029153	1908	1796	7836	1746	4081	8941	1099	3774	3074	10069	1184	2055	2759	2715	9119	3182
ENSG00000029363	10634	3161	12465	16013	14129	7721	8675	12616	9892	4558	6932	5151	8239	10633	12171	9039
ENSG00000029364	4613	3254	7232	5902	7828	5175	7248	9312	8833	5701	4334	2389	7087	5935	10250	7520
ENSG00000029534	817	80	765	253	95	916	689	291	328	2451	73	250	1640	62	62	560
ENSG00000029559	8	112	0	3	16	27	434	39	391	23	18	15	105	497	67	64
ENSG00000029639	1242	351	891	686	1046	484	518	1337	869	173	385	464	450	1013	1821	872
ENSG00000029725	5746	1878	5363	3154	2075	3805	3246	3258	3812	1855	1734	1246	4071	2923	1240	4255
ENSG00000029993	1267	1921	2710	6797	3595	1975	8430	5230	8104	3662	4228	4068	1230	5767	3496	2729
ENSG00000030066	3828	1333	4588	6238	10884	3490	4294	7781	5700	3245	3114	2223	3871	5219	6831	4004
ENSG00000030110	2172	3299	3410	1468	3888	1310	3495	3445	2668	2451	1682	1560	5059	5006	5672	2091
ENSG00000030304	3	3	135	15	1	176	90	182	9	13	5	18	126	8	1	65
ENSG00000030419	150	311	1610	498	127	250	598	837	336	429	191	315	829	717	753	406
ENSG00000030582	26369	33378	72938	45323	25826	23221	56699	42686	31818	42907	18828	14078	73750	66233	25390	33439
ENSG00000031003	2209	671	3118	1646	1335	2384	1548	1467	2007	1158	1162	553	2074	2395	1632	2149
ENSG00000031081	5137	1426	5911	823	1679	4459	1631	2931	1145	3674	829	951	5287	2623	1231	2489
ENSG00000031691	273	317	187	829	373	316	755	896	595	258	440	306	292	324	704	381
ENSG00000031698	4221	5761	5922	4118	6842	5558	8024	5931	8181	7449	3089	3987	6207	5437	8205	6584
ENSG00000031823	6182	2390	5856	3446	4081	3224	3341	4257	3822	4106	2184	1857	4047	3889	3919	3160
ENSG00000032219	2604	1338	3086	5011	1407	3631	3968	3144	1606	872	2236	1451	2455	3416	2856	1611
ENSG00000032389	3114	2290	1324	1926	2262	1001	1786	2893	2767	1249	1119	1210	1657	2565	3683	1610
ENSG00000032444	7757	3550	7834	3575	7235	3878	3754	5666	4293	6209	2344	1605	6029	4329	1995	3551
ENSG00000032742	435	467	628	2061	1236	857	615	894	2299	361	581	474	1037	862	2114	1007
ENSG00000033011	1242	2444	1981	1087	2879	1276	1804	1662	600	1115	1615	435	2980	2463	3732	1345
ENSG00000033030	1773	1004	1777	2810	1990	1727	2489	2282	1913	922	1294	1010	1477	2498	1867	1838
ENSG00000033050	5315	4788	4023	3659	4928	3539	3526	7465	5235	4560	2677	1957	3106	2932	4664	5028
ENSG00000033100	4697	6419	6920	6543	3380	4066	4400	6106	5159	5294	1946	1718	5815	5051	3533	5792
ENSG00000033122	32	13	24	83	28	45	54	135	72	6	27	35	41	53	27	45
ENSG00000033170	3944	1977	5977	6883	5700	5650	5157	4734	4170	4170	1284	2203	5130	3666	5729	2460
ENSG00000033178	6009	1165	3896	4146	4059	2958	3731	3493	3939	1184	1954	1589	3416	2723	3368	3135
ENSG00000033327	13680	969	4653	1860	2118	3423	1302	2639	4392	1489	880	509	3537	4283	1824	2364
